system   D            wsystem.c:585  maybe_parent_dir                 [   0.00131] Also searching C:\Users\Student\Desktop\src\Demo Projects\EscapeTheMaze\
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.15734] Found a format
d3d      I         d3d_disp.cpp:2296 _al_d3d_create_bitmap            [   0.15735] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15746] added dtor for object 00812558, func 58ED259A
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   0.15770] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   0.15773] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15837] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15840] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15845] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15847] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15849] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15850] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15852] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15853] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15855] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.15856] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.15857] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.15859] Found a format
d3d      I         d3d_disp.cpp:2296 _al_d3d_create_bitmap            [   0.15860] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15871] added dtor for object 00812668, func 58ED259A
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   0.15898] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   0.15901] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15970] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15973] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15974] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15976] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15977] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15979] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15980] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15982] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.15983] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.15984] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.15986] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.15987] Found a format
d3d      I         d3d_disp.cpp:2296 _al_d3d_create_bitmap            [   0.15989] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.15999] added dtor for object 00812778, func 58ED259A
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   0.16022] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   0.16025] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16088] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16091] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16093] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16094] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16095] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16097] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16098] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16099] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16101] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.16102] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.16104] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.16106] Found a format
d3d      I         d3d_disp.cpp:2296 _al_d3d_create_bitmap            [   0.16107] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16118] added dtor for object 00812888, func 58ED259A
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   0.16139] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   0.16142] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16200] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16202] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16204] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16206] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16207] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16209] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16210] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16212] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16213] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.16215] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.16216] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.16218] Found a format
d3d      I         d3d_disp.cpp:2296 _al_d3d_create_bitmap            [   0.16220] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16229] added dtor for object 00815F90, func 58ED259A
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   0.16253] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   0.16255] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16315] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16318] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16319] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16320] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16322] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16323] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16325] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16326] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16327] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.16329] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.16331] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.16332] Found a format
d3d      I         d3d_disp.cpp:2296 _al_d3d_create_bitmap            [   0.16334] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16346] added dtor for object 00816720, func 58ED259A
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   0.16369] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   0.16372] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16443] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16447] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16450] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16453] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16455] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16457] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16458] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16459] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16461] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.16462] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.16464] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.16465] Found a format
d3d      I         d3d_disp.cpp:2296 _al_d3d_create_bitmap            [   0.16467] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16478] added dtor for object 00816EB0, func 58ED259A
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   0.16501] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   0.16504] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16573] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16576] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16577] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16579] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16580] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16581] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16583] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16584] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16586] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.16587] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.16588] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.16590] Found a format
d3d      I         d3d_disp.cpp:2296 _al_d3d_create_bitmap            [   0.16591] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.16602] added dtor for object 00817780, func 58ED259A
d3d      D          d3d_bmp.cpp:465  _al_d3d_sync_bitmap              [   0.16629] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:471  _al_d3d_sync_bitmap              [   0.16632] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16704] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16707] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16709] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16710] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16711] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16713] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16715] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.16717] Fake format
